prognosis,symptoms_description
Rhabdomyolysis,"I have abusing alcohol, arm lump or mass, depression, fainting, hip weakness, leg lump or mass, long menstrual periods, sharp abdominal pain"
Rhabdomyolysis,"I have abusing alcohol, arm lump or mass, depression, fainting, hand or finger weakness, hip weakness, leg lump or mass, penis redness, sharp abdominal pain, vaginal redness"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, blood in urine, chest tightness, feet turned in, lip swelling, lump in throat, melena, pain of the anus, poor circulation, pus in urine, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, chest tightness, feet turned in, lip swelling, melena, pain of the anus, poor circulation, pus in urine, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, blood in urine, chest tightness, feet turned in, lip swelling, melena, poor circulation, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have bleeding in mouth, blood in urine, feet turned in, lip swelling, lump in throat, melena, poor circulation, pus in urine, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, blood in urine, chest tightness, feet turned in, lip swelling, lump in throat, melena, poor circulation"
Breast infection (mastitis),"I have bleeding in mouth, blood in urine, chest tightness, feet turned in, lip swelling, melena, poor circulation, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, blood in urine, lip swelling, lump in throat, melena, poor circulation, pus in urine, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, blood in urine, feet turned in, lip swelling, melena, pain of the anus, poor circulation, skin dryness, peeling, scaliness, or roughness"
Breast infection (mastitis),"I have bleeding in mouth, blood in urine, feet turned in, lip swelling, lump in throat, melena, poor circulation, pus in urine"
Breast infection (mastitis),"I have abdominal distention, bleeding in mouth, blood in urine, chest tightness, feet turned in, lip swelling, lump in throat, melena, poor circulation, pus in urine"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, back mass or lump, bumps on penis, groin mass, painful urination, pallor, restlessness, seizures, sharp abdominal pain, sharp chest pain, shoulder weakness, swelling of scrotum"
Abdominal aortic aneurysm,"I have back mass or lump, bumps on penis, groin mass, painful urination, pallor, seizures, sharp abdominal pain, sharp chest pain, swelling of scrotum"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, bumps on penis, painful urination, seizures, sharp abdominal pain, sharp chest pain, shoulder weakness, swelling of scrotum"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, back mass or lump, bumps on penis, painful urination, seizures, sharp abdominal pain, sharp chest pain, shoulder weakness, swelling of scrotum"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, bumps on penis, groin mass, painful urination, pallor, seizures, sharp abdominal pain, sharp chest pain, shoulder weakness, swelling of scrotum"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, bumps on penis, painful urination, pallor, restlessness, seizures, sharp abdominal pain, shoulder weakness, swelling of scrotum"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, bumps on penis, groin mass, painful urination, pallor, seizures, sharp abdominal pain, sharp chest pain, shoulder weakness"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, bumps on penis, groin mass, painful urination, pallor, restlessness, seizures, sharp abdominal pain, swelling of scrotum"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, back mass or lump, groin mass, painful urination, restlessness, seizures, sharp abdominal pain, sharp chest pain, shoulder weakness"
Abdominal aortic aneurysm,"I have arm stiffness or tightness, back mass or lump, bumps on penis, groin mass, painful urination, sharp abdominal pain, sharp chest pain, swelling of scrotum"
Pulmonary embolism,"I have back mass or lump, changes in stool appearance, coryza, diarrhea, heavy menstrual flow, leg lump or mass, leg stiffness or tightness, sharp abdominal pain, sharp chest pain, shoulder weakness, suprapubic pain, warts"
Pulmonary embolism,"I have changes in stool appearance, heavy menstrual flow, leg lump or mass, leg stiffness or tightness, sharp chest pain, shoulder weakness, suprapubic pain, warts"
Pulmonary embolism,"I have back mass or lump, heavy menstrual flow, leg lump or mass, leg stiffness or tightness, sharp abdominal pain, shoulder weakness, suprapubic pain, warts"
Pulmonary embolism,"I have back mass or lump, changes in stool appearance, coryza, diarrhea, heavy menstrual flow, leg stiffness or tightness, sharp chest pain, shoulder weakness, suprapubic pain, warts"
Pulmonary embolism,"I have back mass or lump, coryza, diarrhea, heavy menstrual flow, leg lump or mass, leg stiffness or tightness, sharp chest pain, shoulder weakness, suprapubic pain"
Pulmonary embolism,"I have back mass or lump, changes in stool appearance, coryza, diarrhea, heavy menstrual flow, leg lump or mass, leg stiffness or tightness, shoulder weakness, suprapubic pain"
Pulmonary embolism,"I have back mass or lump, changes in stool appearance, coryza, diarrhea, leg stiffness or tightness, sharp abdominal pain, sharp chest pain, warts"
Pulmonary embolism,"I have back mass or lump, diarrhea, leg lump or mass, leg stiffness or tightness, sharp abdominal pain, sharp chest pain, shoulder weakness, warts"
Pulmonary embolism,"I have coryza, diarrhea, heavy menstrual flow, leg lump or mass, leg stiffness or tightness, sharp abdominal pain, sharp chest pain, shoulder weakness, warts"
Pulmonary embolism,"I have back mass or lump, changes in stool appearance, coryza, diarrhea, heavy menstrual flow, leg stiffness or tightness, suprapubic pain, warts"
Conduct disorder,"I have absence of menstruation, decreased heart rate, delusions or hallucinations, depression, emotional symptoms, facial pain, hoarse voice, hurts to breath, knee weakness, regurgitation, scanty menstrual flow, symptoms of the scrotum and testes"
Conduct disorder,"I have decreased heart rate, delusions or hallucinations, depression, emotional symptoms, facial pain, hoarse voice, knee weakness, regurgitation, scanty menstrual flow"
Conduct disorder,"I have absence of menstruation, decreased heart rate, depression, facial pain, hurts to breath, knee weakness, regurgitation, scanty menstrual flow"
Conduct disorder,"I have decreased heart rate, delusions or hallucinations, depression, emotional symptoms, facial pain, hoarse voice, knee weakness, regurgitation, scanty menstrual flow, symptoms of the scrotum and testes"
Conduct disorder,"I have absence of menstruation, decreased heart rate, delusions or hallucinations, depression, emotional symptoms, facial pain, hurts to breath, knee weakness, symptoms of the scrotum and testes"
Conduct disorder,"I have absence of menstruation, delusions or hallucinations, depression, emotional symptoms, hoarse voice, hurts to breath, knee weakness, scanty menstrual flow, symptoms of the scrotum and testes"
Conduct disorder,"I have absence of menstruation, decreased heart rate, delusions or hallucinations, emotional symptoms, hoarse voice, hurts to breath, knee weakness, scanty menstrual flow, symptoms of the scrotum and testes"
Conduct disorder,"I have decreased heart rate, delusions or hallucinations, emotional symptoms, facial pain, hoarse voice, hurts to breath, knee weakness, regurgitation, scanty menstrual flow"
Conduct disorder,"I have absence of menstruation, delusions or hallucinations, depression, facial pain, hoarse voice, hurts to breath, knee weakness, scanty menstrual flow"
Conduct disorder,"I have absence of menstruation, decreased heart rate, delusions or hallucinations, depression, emotional symptoms, hoarse voice, knee weakness, regurgitation"
Air embolism,"I have allergic reaction, emotional symptoms, excessive growth, eyelid swelling, fainting, joint pain, knee cramps or spasms, pain during intercourse, pain during pregnancy, pain of the anus, shortness of breath, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, excessive growth, eyelid swelling, fainting, knee cramps or spasms, pain during pregnancy, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, eyelid swelling, knee cramps or spasms, pain during intercourse, pain during pregnancy, pain of the anus, shortness of breath, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, fainting, knee cramps or spasms, pain during intercourse, pain during pregnancy, pain of the anus, shortness of breath, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, eyelid swelling, fainting, knee cramps or spasms, pain during intercourse, pain of the anus, shortness of breath, wrist lump or mass"
Air embolism,"I have emotional symptoms, eyelid swelling, fainting, joint pain, pain during intercourse, pain during pregnancy, shortness of breath, wrist lump or mass"
Air embolism,"I have emotional symptoms, excessive growth, eyelid swelling, joint pain, knee cramps or spasms, pain during intercourse, shortness of breath, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, joint pain, knee cramps or spasms, pain during intercourse, pain during pregnancy, shortness of breath, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, joint pain, knee cramps or spasms, pain during intercourse, pain during pregnancy, pain of the anus, wrist lump or mass"
Air embolism,"I have allergic reaction, emotional symptoms, excessive growth, eyelid swelling, fainting, knee cramps or spasms, pain during pregnancy, shortness of breath, wrist lump or mass"
Mastectomy,"I have arm pain, burning abdominal pain, hand or finger pain, headache, lacrimation, lump in throat, pain of the anus, problems with orgasm, redness in or around nose, skin rash, slurring words, swollen eye"
Mastectomy,"I have arm pain, burning abdominal pain, hand or finger pain, pain of the anus, problems with orgasm, redness in or around nose, skin rash, swollen eye"
Mastectomy,"I have arm pain, burning abdominal pain, lacrimation, pain of the anus, problems with orgasm, skin rash, slurring words, swollen eye"
